problem_id,contest_id,problem_index,rating,difficulty_tier,tier_name,total_submissions,acceptance_rate,wa_ratio,tle_ratio,mle_ratio,re_ratio,avg_solve_time_min,median_solve_time_min,first_solve_time_min,unique_solvers,solver_rating_mean,solver_rating_std,attempts_per_solver,tag_count,tags,contest_position,round_type,solve_pressure,elite_selectivity,attempt_waste
CF_00141,1223,B,1000,1,Beginner,39566,0.759,0.217,0.038,0.012,0.022,11.36,9.51,2.13,27119,1393,241,1.31,1,strings,2,Div2,2.737,0.1652,0.284
CF_00142,1010,A,1100,1,Beginner,47401,0.5445,0.278,0.049,0.015,0.025,13.95,12.46,4.86,24237,846,292,2.02,1,math,1,Div3,6.355,0.2329,0.562
CF_00143,1647,B,900,1,Beginner,54407,0.7572,0.123,0.058,0.012,0.022,15.19,12.94,4.18,35590,1329,268,1.08,2,binary search|strings,2,Div4,3.688,0.1588,0.133
CF_00144,1180,B,1000,1,Beginner,29559,0.755,0.216,0.005,0.012,0.022,10.72,9.63,3.1,20125,1122,265,1.22,2,geometry|data structures,2,Educational,2.626,0.1668,0.264
CF_00145,1678,B,900,1,Beginner,37309,0.7849,0.188,0.012,0.012,0.022,14.98,14.22,2.79,27658,1171,291,1.08,4,implementation|two pointers|trees|math,2,Div2,3.222,0.1595,0.203
CF_00146,1437,A,1000,1,Beginner,38790,0.6764,0.176,0.066,0.013,0.023,14.93,12.98,3.58,24124,1457,246,1.1,4,flows|geometry|binary search|dfs and bfs,1,Div3,4.832,0.2013,0.194
CF_00147,202,A,1100,1,Beginner,18777,0.6091,0.235,0.059,0.014,0.024,12.0,10.79,3.15,11158,1111,254,1.14,2,trees|binary search,1,Div1,4.691,0.2323,0.268
CF_00148,1703,A,900,1,Beginner,45655,0.8669,0.093,0.023,0.011,0.021,13.57,11.94,3.88,38774,1479,281,1.0,2,math|binary search,1,Div2,1.806,0.1131,0.093
CF_00149,1387,B,1200,2,Easy-Medium,48855,0.7805,0.141,0.046,0.012,0.022,9.33,8.18,2.7,36426,1271,275,1.38,1,flows,2,Div2,2.047,0.1637,0.195
CF_00150,1213,A,900,1,Beginner,60721,0.657,0.125,0.043,0.013,0.023,11.33,9.97,3.51,37318,1471,272,1.23,2,geometry|number theory,1,Educational,3.886,0.2108,0.154
CF_00151,1309,A,1000,1,Beginner,26927,0.8104,0.182,0.077,0.012,0.022,13.42,11.18,4.35,19846,1157,303,1.36,1,flows,1,Educational,2.545,0.1397,0.248
CF_00152,240,A,1000,1,Beginner,27795,0.6492,0.157,0.03,0.014,0.024,15.54,14.39,4.53,15536,955,273,1.78,1,greedy,1,Div3,5.453,0.1961,0.279
CF_00153,645,A,900,1,Beginner,37133,0.7555,0.121,0.068,0.012,0.022,9.96,8.8,2.56,24477,1122,370,1.0,1,math,1,Div2,2.435,0.1612,0.121
CF_00154,1630,B,1000,1,Beginner,23536,0.5971,0.27,0.033,0.014,0.024,14.08,12.57,3.95,13242,1472,250,1.7,2,graphs|greedy,2,Div1,5.674,0.2267,0.459
CF_00155,1119,A,1200,2,Easy-Medium,42598,0.7428,0.182,0.063,0.013,0.023,13.81,12.71,3.44,27997,924,237,1.19,2,strings|dfs and bfs,1,Educational,3.551,0.169,0.217
CF_00156,1764,B,900,1,Beginner,47845,0.7173,0.231,0.005,0.013,0.023,9.34,8.2,2.05,33606,2152,307,1.0,3,implementation|data structures|trees,2,Div3,2.64,0.1986,0.231
CF_00157,1844,B,1200,2,Easy-Medium,31749,0.6592,0.127,0.006,0.013,0.023,15.29,13.67,3.92,20454,824,270,1.26,1,number theory,2,Educational,5.209,0.2195,0.16
CF_00158,1003,B,1100,1,Beginner,44708,0.6754,0.2,0.01,0.013,0.023,15.44,13.98,4.48,26932,1314,305,1.46,1,flows,2,Div4,5.011,0.1955,0.292
CF_00159,1301,A,900,1,Beginner,33188,0.6867,0.137,0.063,0.013,0.023,8.53,7.1,2.16,20465,857,273,2.0,4,strings|number theory|dp|geometry,1,Educational,2.672,0.1932,0.274
CF_00160,204,A,1100,1,Beginner,34017,0.5542,0.246,0.014,0.014,0.024,18.95,16.75,4.07,16344,1148,279,1.99,3,trees|strings|constructive,1,Div1,8.446,0.2142,0.49
CF_00161,1341,A,1100,1,Beginner,44954,0.6224,0.263,0.081,0.014,0.024,12.89,12.17,2.45,26146,1244,281,1.3,1,data structures,1,Div2,4.867,0.2196,0.342
CF_00162,1393,A,1000,1,Beginner,41970,0.8068,0.194,0.028,0.012,0.022,10.79,9.83,2.12,28786,1370,255,1.0,2,graphs|number theory,1,Educational,2.085,0.1325,0.194
CF_00163,141,A,1000,1,Beginner,61400,0.7281,0.248,0.005,0.013,0.023,11.47,9.51,2.6,39820,1303,287,1.1,3,graphs|binary search|trees,1,Div2,3.119,0.1763,0.273
CF_00164,720,B,1100,1,Beginner,26051,0.6721,0.213,0.065,0.013,0.023,14.24,13.38,3.89,16924,1645,263,1.41,1,greedy,2,Div4,4.669,0.213,0.3
CF_00165,1532,B,1000,1,Beginner,39273,0.7654,0.171,0.051,0.012,0.022,8.85,7.95,2.7,28123,1129,261,1.0,2,dfs and bfs|number theory,2,Div2,2.075,0.168,0.171
CF_00166,1399,A,1000,1,Beginner,40808,0.7489,0.275,0.005,0.013,0.023,11.41,10.1,3.07,29898,1244,181,1.06,4,graphs|binary search|number theory|flows,1,Educational,2.865,0.184,0.292
CF_00167,169,B,900,1,Beginner,44501,0.497,0.241,0.046,0.015,0.025,15.31,12.63,2.48,20607,1321,301,1.47,2,binary search|data structures,2,Div4,7.701,0.2329,0.354
CF_00168,1495,B,1100,1,Beginner,25024,0.6916,0.177,0.068,0.013,0.023,10.81,10.0,2.78,16589,1229,246,1.57,2,greedy|math,2,Div4,3.335,0.2044,0.278
CF_00169,1604,B,900,1,Beginner,47000,0.7336,0.127,0.056,0.013,0.023,10.83,9.93,3.23,32451,1105,335,1.55,1,strings,2,Educational,2.886,0.1839,0.197
CF_00170,114,C,1200,2,Easy-Medium,41294,0.8066,0.175,0.005,0.012,0.022,12.83,12.02,2.78,29451,1116,245,1.27,4,constructive|greedy|two pointers|trees,3,Div3,2.48,0.1379,0.222
CF_00171,367,A,1100,1,Beginner,46829,0.678,0.229,0.08,0.013,0.023,16.83,14.05,5.02,27036,1010,369,1.34,1,strings,1,Div2,5.421,0.1859,0.307
CF_00172,822,B,800,1,Beginner,15618,0.655,0.201,0.01,0.013,0.023,11.53,10.53,2.35,9362,1474,324,1.51,3,graphs|implementation|trees,2,Div1,3.978,0.2068,0.304
CF_00173,1558,A,800,1,Beginner,60086,0.594,0.225,0.017,0.014,0.024,16.07,13.95,3.35,31463,1383,304,1.03,2,two pointers|trees,1,Educational,6.526,0.2126,0.232
CF_00174,1008,A,900,1,Beginner,59107,0.8894,0.208,0.037,0.011,0.021,9.72,7.98,2.11,49731,951,292,1.0,2,implementation|dfs and bfs,1,Div4,1.074,0.093,0.208
CF_00175,1213,A,800,1,Beginner,48879,0.7114,0.182,0.05,0.013,0.023,13.73,12.0,4.52,32183,1720,225,1.39,2,constructive|flows,1,Div2,3.962,0.19,0.253
CF_00176,217,A,1100,1,Beginner,59165,0.7706,0.199,0.054,0.012,0.022,17.39,15.15,5.5,40137,781,269,1.46,4,graphs|trees|flows|number theory,1,Div2,3.99,0.1556,0.291
CF_00177,187,A,900,1,Beginner,31604,0.7443,0.208,0.056,0.013,0.023,13.45,11.84,4.31,20926,969,351,1.5,3,number theory|dp|implementation,1,Div2,3.44,0.1693,0.312
CF_00178,25,A,1200,2,Easy-Medium,42132,0.8044,0.093,0.038,0.012,0.022,12.37,10.19,2.85,29907,2003,226,1.27,2,trees|data structures,1,Div2,2.419,0.1389,0.118
CF_00179,1658,B,800,1,Beginner,59347,0.4958,0.293,0.093,0.015,0.025,9.81,8.87,2.62,25096,1494,285,2.36,1,data structures,2,Educational,4.948,0.2132,0.691
CF_00180,574,A,900,1,Beginner,62459,0.8153,0.179,0.024,0.012,0.022,13.98,13.14,3.31,45818,1212,282,1.0,2,strings|implementation,1,Div3,2.582,0.1355,0.179
CF_00181,784,B,1000,1,Beginner,44487,0.704,0.161,0.027,0.013,0.023,12.06,10.76,1.96,27433,1488,285,1.44,3,dfs and bfs|implementation|constructive,2,Div1,3.571,0.1825,0.232
CF_00182,1571,C,1200,2,Easy-Medium,31995,0.8074,0.051,0.05,0.012,0.022,9.78,8.25,2.09,24571,1237,306,1.74,1,two pointers,3,Div3,1.883,0.1479,0.089
CF_00183,1214,A,1100,1,Beginner,76038,0.7194,0.234,0.061,0.013,0.023,12.38,11.63,2.0,52515,1698,318,1.25,3,strings|flows|graphs,1,Div2,3.474,0.1938,0.293
CF_00184,185,A,1000,1,Beginner,48740,0.5894,0.225,0.042,0.014,0.024,10.59,9.46,2.78,27710,663,335,2.35,2,math|graphs,1,Div1,4.347,0.2334,0.529
CF_00185,1586,B,800,1,Beginner,42964,0.7829,0.172,0.038,0.012,0.022,14.9,12.47,4.37,30004,1158,357,1.0,1,number theory,2,Div2,3.234,0.1516,0.172
CF_00186,1421,A,900,1,Beginner,56253,0.5732,0.268,0.037,0.014,0.024,16.05,13.37,3.38,31381,1151,305,1.7,3,two pointers|constructive|strings,1,Educational,6.849,0.2381,0.456
CF_00187,1310,A,1100,1,Beginner,44062,0.6577,0.17,0.035,0.013,0.023,11.27,9.42,3.33,26109,1598,382,1.14,4,number theory|dp|graphs|data structures,1,Div2,3.856,0.2028,0.194
CF_00188,1420,A,1100,1,Beginner,53708,0.7841,0.162,0.049,0.012,0.022,11.37,10.26,3.9,39789,1421,315,1.0,2,dp|math,1,Div2,2.455,0.1599,0.162
CF_00189,334,B,800,1,Beginner,28920,0.8478,0.162,0.028,0.012,0.022,9.86,8.3,2.3,22036,1339,317,1.0,3,trees|flows|number theory,2,Div2,1.501,0.116,0.162
CF_00190,1443,B,1000,1,Beginner,63796,0.7977,0.156,0.061,0.012,0.022,14.22,11.97,3.2,49200,1211,284,1.0,1,number theory,2,Educational,2.876,0.156,0.156
CF_00191,805,A,800,1,Beginner,25333,0.7748,0.136,0.021,0.012,0.022,15.75,14.91,3.65,18062,1315,204,1.0,2,math|implementation,1,Div1,3.547,0.1606,0.136
CF_00192,1002,A,1100,1,Beginner,28064,0.6879,0.195,0.043,0.013,0.023,18.16,16.37,4.47,18010,1484,312,1.43,4,two pointers|flows|greedy|math,1,Educational,5.668,0.2003,0.279
CF_00193,176,B,1100,1,Beginner,40300,0.8484,0.126,0.055,0.012,0.022,11.46,9.47,2.73,31570,1349,283,1.63,1,geometry,2,Div2,1.738,0.1188,0.205
CF_00194,1029,A,1100,1,Beginner,33255,0.8134,0.227,0.029,0.012,0.022,7.12,6.6,1.66,24662,1082,211,1.0,3,two pointers|math|greedy,1,Div1,1.328,0.1384,0.227
CF_00195,1709,A,1100,1,Beginner,60339,0.6254,0.177,0.006,0.014,0.024,16.98,14.3,5.89,32694,1529,361,1.34,2,constructive|binary search,1,Div2,6.361,0.203,0.237
CF_00196,849,A,1100,1,Beginner,40627,0.9176,0.168,0.029,0.011,0.021,10.5,9.06,2.16,35500,1403,211,1.14,2,dfs and bfs|trees,1,Div2,0.865,0.072,0.192
CF_00197,77,B,900,1,Beginner,52014,0.8162,0.18,0.005,0.012,0.022,16.72,13.93,3.47,38351,1094,254,1.04,2,two pointers|number theory,2,Educational,3.075,0.1356,0.187
CF_00198,575,A,900,1,Beginner,40883,0.7695,0.117,0.012,0.012,0.022,19.62,16.93,3.88,30410,1367,287,1.0,1,flows,1,Div3,4.522,0.1714,0.117
CF_00199,1556,A,1100,1,Beginner,54040,0.6137,0.244,0.04,0.014,0.024,11.33,10.43,2.43,28572,1632,282,1.06,2,data structures|flows,1,Educational,4.376,0.2043,0.259
CF_00200,104,A,1100,1,Beginner,57696,0.5963,0.177,0.047,0.014,0.024,11.55,9.68,3.7,30105,1516,297,1.46,3,flows|dp|implementation,1,Educational,4.664,0.2106,0.258
CF_00201,1534,A,1000,1,Beginner,39164,0.6509,0.233,0.009,0.013,0.023,11.9,9.8,2.67,24552,1144,269,1.28,2,strings|data structures,1,Div3,4.154,0.2189,0.298
CF_00202,1326,B,1200,2,Easy-Medium,44506,0.7314,0.261,0.052,0.013,0.023,13.42,11.39,2.62,29841,1070,305,1.65,3,trees|constructive|dp,2,Div2,3.604,0.1801,0.431
CF_00203,1198,B,900,1,Beginner,40677,0.713,0.175,0.092,0.013,0.023,10.1,9.13,2.37,25603,1854,263,1.46,2,constructive|dfs and bfs,2,Div4,2.899,0.1806,0.256
CF_00204,386,B,900,1,Beginner,90646,0.7361,0.268,0.026,0.013,0.023,8.96,7.68,2.57,59110,1114,254,1.25,2,math|data structures,2,Div3,2.365,0.1721,0.335
CF_00205,703,A,900,1,Beginner,32713,0.7128,0.264,0.055,0.013,0.023,14.22,12.25,2.53,20715,1004,336,1.32,3,binary search|data structures|geometry,1,Div2,4.084,0.1819,0.348
CF_00206,1563,C,1200,2,Easy-Medium,37622,0.5866,0.176,0.018,0.014,0.024,15.85,13.62,2.92,19600,1155,261,1.21,2,geometry|math,3,Educational,6.554,0.2154,0.213
CF_00207,968,B,900,1,Beginner,67526,0.6568,0.179,0.026,0.013,0.023,14.1,12.33,4.62,40374,1740,253,1.66,1,dp,2,Div2,4.838,0.2052,0.297
CF_00208,1596,B,900,1,Beginner,16667,0.7195,0.149,0.06,0.013,0.023,19.01,15.93,3.61,11605,1404,246,1.46,2,strings|flows,2,Div2,5.334,0.1953,0.218
CF_00209,827,A,800,1,Beginner,24261,0.7299,0.205,0.074,0.013,0.023,15.6,14.33,2.87,16809,1246,294,1.0,1,number theory,1,Div4,4.213,0.1871,0.205
CF_00210,265,A,1000,1,Beginner,54096,0.7009,0.219,0.045,0.013,0.023,12.62,10.88,4.0,35316,1271,311,1.7,1,geometry,1,Div3,3.774,0.1953,0.372
CF_00211,338,A,900,1,Beginner,29503,0.8002,0.203,0.076,0.012,0.022,12.2,11.16,3.28,23120,1438,246,1.66,2,data structures|two pointers,1,Div2,2.437,0.1566,0.337
CF_00212,1339,A,1000,1,Beginner,50916,0.7277,0.216,0.037,0.013,0.023,16.82,14.06,4.91,34577,1281,300,1.0,3,number theory|dp|data structures,1,Div2,4.579,0.1849,0.216
CF_00213,858,B,800,1,Beginner,47966,0.7333,0.156,0.047,0.013,0.023,12.91,10.93,3.71,30360,1629,331,1.25,2,number theory|data structures,2,Div2,3.444,0.1688,0.195
CF_00214,1410,A,900,1,Beginner,24573,0.7109,0.159,0.092,0.013,0.023,8.55,7.87,2.7,15779,1245,327,1.22,1,dfs and bfs,1,Div2,2.471,0.1856,0.194
CF_00215,541,A,1000,1,Beginner,41547,0.7258,0.134,0.006,0.013,0.023,15.47,12.98,2.6,26029,921,226,1.2,1,implementation,1,Div3,4.24,0.1718,0.161
CF_00216,733,A,1000,1,Beginner,63946,0.771,0.245,0.005,0.012,0.022,9.88,8.65,1.71,41970,1530,339,1.0,1,constructive,1,Div3,2.263,0.1503,0.245
CF_00217,272,A,1000,1,Beginner,51565,0.7002,0.189,0.012,0.013,0.023,12.12,10.57,2.92,32934,1343,321,1.0,2,data structures|trees,1,Div2,3.634,0.1915,0.189
CF_00218,1885,A,1200,2,Easy-Medium,36741,0.4684,0.267,0.039,0.015,0.025,16.17,14.45,3.84,15996,1089,236,1.59,3,data structures|flows|geometry,1,Educational,8.593,0.2314,0.425
CF_00219,887,B,1000,1,Beginner,51839,0.7804,0.207,0.043,0.012,0.022,11.01,10.0,3.34,39527,1600,244,1.0,2,strings|dfs and bfs,2,Div2,2.418,0.1675,0.207
CF_00220,1539,A,1100,1,Beginner,39887,0.6179,0.17,0.006,0.014,0.024,16.62,15.55,4.53,22568,1617,383,1.51,2,two pointers|flows,1,Div2,6.349,0.2162,0.257
CF_00221,211,A,1100,1,Beginner,37150,0.7929,0.157,0.07,0.012,0.022,9.99,9.25,1.66,25373,1164,240,1.27,2,strings|greedy,1,Div1,2.069,0.1415,0.199
CF_00222,680,A,1000,1,Beginner,28296,0.7801,0.194,0.038,0.012,0.022,9.42,8.1,2.37,21490,1029,305,1.58,2,dp|flows,1,Educational,2.071,0.167,0.307
CF_00223,1837,A,1100,1,Beginner,43862,0.5989,0.206,0.015,0.014,0.024,11.59,10.5,1.74,25060,1274,255,1.84,2,strings|geometry,1,Div1,4.65,0.2292,0.379
CF_00224,1582,A,900,1,Beginner,18622,0.728,0.186,0.01,0.013,0.023,12.94,10.82,4.15,11858,1406,306,1.78,2,trees|binary search,1,Div2,3.521,0.1732,0.331
CF_00225,213,B,1000,1,Beginner,25789,0.7518,0.03,0.045,0.012,0.022,18.3,16.33,4.33,18447,1252,211,1.0,3,geometry|number theory|graphs,2,Div2,4.544,0.1776,0.03
CF_00226,613,B,1000,1,Beginner,32558,0.6173,0.144,0.109,0.014,0.024,9.12,8.3,1.82,17851,1408,260,1.62,3,graphs|binary search|number theory,2,Educational,3.488,0.2098,0.233
CF_00227,1455,C,1200,2,Easy-Medium,31552,0.6969,0.191,0.005,0.013,0.023,13.45,12.28,3.87,20720,1408,308,1.22,4,graphs|dfs and bfs|flows|geometry,3,Div3,4.078,0.1991,0.233
CF_00228,1373,A,900,1,Beginner,43095,0.6046,0.079,0.007,0.014,0.024,11.79,11.04,3.03,22189,878,320,1.27,1,binary search,1,Div1,4.663,0.2036,0.1
CF_00229,1772,B,800,1,Beginner,48497,0.8625,0.177,0.052,0.011,0.021,12.98,11.81,2.71,39982,1719,290,1.0,1,flows,2,Educational,1.784,0.1133,0.177
CF_00230,416,A,900,1,Beginner,41229,0.6046,0.204,0.1,0.014,0.024,13.81,12.52,4.63,24350,1044,213,1.98,2,dfs and bfs|dp,1,Div3,5.46,0.2335,0.404
CF_00231,383,A,1100,1,Beginner,58985,0.5889,0.172,0.058,0.014,0.024,9.59,8.32,2.57,32800,948,288,1.33,1,two pointers,1,Div2,3.943,0.2286,0.229
CF_00232,1005,B,900,1,Beginner,41405,0.6748,0.231,0.047,0.013,0.023,12.83,11.93,1.94,23894,1388,197,1.48,4,number theory|dp|trees|constructive,2,Div3,4.171,0.1877,0.342
CF_00233,448,A,1100,1,Beginner,37339,0.7091,0.176,0.005,0.013,0.023,16.8,15.49,3.06,23709,1160,250,1.19,3,constructive|strings|flows,1,Div3,4.886,0.1847,0.209
CF_00234,1876,B,1200,2,Easy-Medium,31470,0.6509,0.11,0.027,0.013,0.023,12.05,10.42,2.39,18060,1141,233,1.0,1,data structures,2,Div4,4.207,0.2004,0.11
CF_00235,16,B,900,1,Beginner,30160,0.7937,0.141,0.096,0.012,0.022,14.38,13.29,3.44,20947,1023,372,1.31,2,greedy|graphs,2,Educational,2.966,0.1433,0.185
CF_00236,78,A,1100,1,Beginner,59204,0.7736,0.196,0.005,0.012,0.022,11.65,10.36,3.38,42780,1294,358,1.09,4,geometry|constructive|graphs|dp,1,Div3,2.637,0.1636,0.214
CF_00237,1549,B,800,1,Beginner,49068,0.745,0.178,0.051,0.013,0.023,16.11,14.06,3.87,32924,745,261,1.36,1,dp,2,Div2,4.107,0.1711,0.242
CF_00238,280,C,1200,2,Easy-Medium,25188,0.6484,0.286,0.066,0.014,0.024,17.49,15.03,2.93,14720,1512,294,1.07,2,two pointers|graphs,3,Div2,6.15,0.2055,0.306
CF_00239,11,A,1200,2,Easy-Medium,24560,0.8218,0.037,0.02,0.012,0.022,16.02,15.04,4.95,19645,1536,284,1.0,2,dfs and bfs|graphs,1,Div1,2.855,0.1426,0.037
CF_00240,235,A,1100,1,Beginner,29156,0.6563,0.24,0.033,0.013,0.023,12.92,11.18,3.01,16663,700,260,1.09,1,flows,1,Div2,4.443,0.1965,0.262
CF_00241,205,A,900,1,Beginner,34231,0.6176,0.278,0.058,0.014,0.024,17.09,15.45,2.81,18511,1221,275,1.26,2,strings|data structures,1,Div2,6.537,0.2068,0.35
CF_00242,567,A,900,1,Beginner,22227,0.5882,0.18,0.082,0.014,0.024,10.93,9.8,2.88,11840,1098,267,1.73,1,implementation,1,Div4,4.502,0.2194,0.311
CF_00243,1503,A,1000,1,Beginner,55607,0.8293,0.206,0.015,0.012,0.022,11.25,10.03,2.08,44344,1406,229,1.0,1,dfs and bfs,1,Div3,1.92,0.1361,0.206
CF_00244,458,A,1100,1,Beginner,46424,0.7365,0.235,0.041,0.013,0.023,17.21,15.02,4.61,31476,1305,332,1.01,4,two pointers|constructive|trees|graphs,1,Div4,4.535,0.1787,0.237
CF_00245,1508,A,1200,2,Easy-Medium,20978,0.6252,0.237,0.069,0.014,0.024,15.6,12.82,3.09,12315,1369,400,1.25,3,graphs|two pointers|data structures,1,Div2,5.848,0.22,0.296
CF_00246,212,C,1200,2,Easy-Medium,30184,0.7288,0.187,0.072,0.013,0.023,15.88,13.11,3.04,20040,1333,321,1.08,2,dp|data structures,3,Div3,4.307,0.1801,0.202
CF_00247,832,A,1200,2,Easy-Medium,59504,0.6949,0.168,0.09,0.013,0.023,9.28,8.07,2.09,35564,1086,217,1.0,1,data structures,1,Educational,2.832,0.1824,0.168
CF_00248,1354,B,1000,1,Beginner,46752,0.6445,0.237,0.006,0.014,0.024,19.71,17.29,3.86,26199,1262,257,1.37,1,number theory,2,Div2,7.009,0.1992,0.325
CF_00249,115,A,900,1,Beginner,32303,0.7612,0.223,0.062,0.012,0.022,8.69,7.86,2.02,22793,1284,290,1.34,1,dfs and bfs,1,Div2,2.076,0.1685,0.299
CF_00250,1628,A,900,1,Beginner,41588,0.7766,0.235,0.027,0.012,0.022,12.42,11.35,3.51,29339,1222,286,1.28,4,flows|two pointers|graphs|implementation,1,Div2,2.774,0.1576,0.301
CF_00251,1693,B,1100,1,Beginner,45419,0.6685,0.176,0.023,0.013,0.023,12.52,11.0,3.36,26235,1014,294,1.64,1,flows,2,Div4,4.151,0.1915,0.289
CF_00252,1070,B,900,1,Beginner,35793,0.6854,0.25,0.017,0.013,0.023,15.88,14.57,2.68,22571,1027,243,1.0,1,trees,2,Div4,4.996,0.1984,0.25
CF_00253,1569,A,1000,1,Beginner,39422,0.7395,0.145,0.038,0.013,0.023,14.85,12.91,3.98,27420,823,286,1.0,1,graphs,1,Educational,3.869,0.1812,0.145
CF_00254,742,A,900,1,Beginner,46452,0.6998,0.136,0.021,0.013,0.023,12.98,11.9,1.97,29217,1267,242,1.23,1,trees,1,Div4,3.897,0.1888,0.167
CF_00255,520,B,900,1,Beginner,52305,0.828,0.156,0.087,0.012,0.022,10.25,8.77,2.93,41224,1351,291,1.0,2,strings|dfs and bfs,2,Educational,1.763,0.1356,0.156
CF_00256,330,B,1000,1,Beginner,22799,0.6472,0.173,0.056,0.014,0.024,14.07,11.96,4.32,13517,1145,307,1.35,3,trees|dfs and bfs|number theory,2,Div1,4.965,0.2092,0.234
CF_00257,1937,B,1000,1,Beginner,43265,0.718,0.206,0.049,0.013,0.023,16.1,13.34,3.13,27954,1120,299,1.29,4,number theory|constructive|dfs and bfs|math,2,Div1,4.542,0.1822,0.266
CF_00258,1342,B,1200,2,Easy-Medium,49695,0.6036,0.171,0.057,0.014,0.024,9.76,8.37,1.53,26401,864,250,1.28,1,dp,2,Div2,3.869,0.2106,0.219
CF_00259,464,A,800,1,Beginner,47308,0.7142,0.172,0.071,0.013,0.023,11.4,9.64,1.74,31131,1017,264,1.0,3,dfs and bfs|number theory|strings,1,Div3,3.258,0.1881,0.172
CF_00260,1422,B,1100,1,Beginner,55505,0.6972,0.184,0.044,0.013,0.023,14.75,13.17,3.7,35475,1505,279,1.42,1,dfs and bfs,2,Div3,4.467,0.1935,0.261
CF_00261,1639,B,1000,1,Beginner,57848,0.6955,0.207,0.005,0.013,0.023,16.5,14.51,4.41,34550,1174,309,1.32,2,implementation|constructive,2,Div2,5.023,0.1819,0.273
CF_00262,1940,A,1000,1,Beginner,31975,0.7639,0.097,0.032,0.012,0.022,12.78,11.14,3.83,21329,1446,262,1.5,2,implementation|number theory,1,Div2,3.016,0.1575,0.146
CF_00263,1258,A,1200,2,Easy-Medium,30719,0.5397,0.184,0.053,0.015,0.025,12.4,10.5,2.36,14428,735,290,2.08,1,data structures,1,Educational,5.706,0.2162,0.383
CF_00264,111,B,800,1,Beginner,43406,0.6081,0.262,0.052,0.014,0.024,10.25,9.72,3.38,25811,1040,321,1.22,3,math|binary search|implementation,2,Div2,4.018,0.2331,0.32
CF_00265,667,A,1100,1,Beginner,46379,0.6222,0.139,0.039,0.014,0.024,9.11,7.68,3.15,27114,1476,275,1.13,1,implementation,1,Div2,3.443,0.2209,0.157
CF_00266,1180,B,1000,1,Beginner,34580,0.6746,0.156,0.038,0.013,0.023,8.59,7.46,2.15,20956,1302,305,1.79,3,math|two pointers|graphs,2,Div2,2.797,0.1972,0.279
CF_00267,1094,C,1200,2,Easy-Medium,42776,0.7609,0.169,0.06,0.012,0.022,10.1,8.47,3.45,28413,1342,332,1.62,2,data structures|flows,3,Educational,2.415,0.1588,0.274
CF_00268,1909,C,1200,2,Easy-Medium,36160,0.8152,0.159,0.088,0.012,0.022,14.42,12.13,2.78,25424,1274,287,1.68,3,math|strings|flows,3,Educational,2.665,0.1299,0.267
CF_00269,781,A,900,1,Beginner,34762,0.797,0.122,0.074,0.012,0.022,9.64,8.72,2.48,24719,1039,322,1.1,2,trees|geometry,1,Div2,1.958,0.1444,0.134
CF_00270,1455,B,1100,1,Beginner,37948,0.8439,0.178,0.048,0.012,0.022,14.05,12.67,3.71,27894,1028,298,1.0,1,strings,2,Div3,2.193,0.1148,0.178
CF_00271,432,B,900,1,Beginner,32030,0.6645,0.269,0.006,0.013,0.023,18.0,15.98,4.32,18436,1085,328,1.87,1,math,2,Div2,6.04,0.1931,0.503
CF_00272,908,B,900,1,Beginner,37493,0.7443,0.231,0.026,0.013,0.023,18.26,16.22,6.38,24026,1383,334,1.46,4,binary search|math|implementation|trees,2,Div3,4.67,0.1638,0.337
CF_00273,1211,B,1100,1,Beginner,52801,0.7985,0.176,0.044,0.012,0.022,8.51,7.93,2.07,38845,1675,354,1.0,1,geometry,2,Div2,1.714,0.1482,0.176
CF_00274,1072,A,1100,1,Beginner,21828,0.7603,0.218,0.017,0.012,0.022,10.44,9.79,2.57,14771,1003,292,1.31,2,graphs|math,1,Div1,2.501,0.1622,0.286
CF_00275,1807,A,1200,2,Easy-Medium,48677,0.6525,0.191,0.045,0.013,0.023,19.95,17.6,3.03,27953,956,259,1.48,1,strings,1,Div4,6.932,0.1995,0.283
CF_00276,1657,B,1100,1,Beginner,33181,0.7463,0.17,0.005,0.013,0.023,14.09,11.7,3.87,23021,1085,218,1.15,2,math|data structures,2,Educational,3.574,0.176,0.196
CF_00277,257,A,900,1,Beginner,20911,0.8118,0.181,0.056,0.012,0.022,10.06,8.6,2.76,14538,978,293,1.16,2,graphs|greedy,1,Div3,1.893,0.1309,0.21
CF_00278,546,A,1200,2,Easy-Medium,40502,0.7244,0.19,0.043,0.013,0.023,13.69,12.63,3.42,25058,1496,247,1.58,1,trees,1,Div1,3.775,0.1705,0.3
CF_00279,1506,A,1200,2,Easy-Medium,29695,0.7905,0.202,0.085,0.012,0.022,13.0,10.68,4.48,22927,1486,281,1.0,1,dp,1,Educational,2.723,0.1618,0.202
CF_00280,1769,B,1200,2,Easy-Medium,57501,0.7942,0.179,0.063,0.012,0.022,20.4,17.15,6.03,39542,1099,288,1.0,2,math|implementation,2,Div1,4.198,0.1415,0.179
CF_00281,510,A,1100,1,Beginner,43239,0.7632,0.15,0.021,0.012,0.022,14.3,11.95,4.4,31409,1415,301,1.18,2,number theory|graphs,1,Div2,3.386,0.172,0.177
CF_00282,1650,B,900,1,Beginner,22823,0.7201,0.1,0.112,0.013,0.023,13.07,11.32,2.36,15011,1153,271,1.22,2,dfs and bfs|trees,2,Div3,3.658,0.1841,0.122
